#INFO
#COMMENT: rising temperature resistive method

#DATA:
0.002772241	1.377e-06	
0.002772549	1.695e-06	
0.002773679	1.695e-06	
0.002774295	1.483e-06	
0.002775219	1.166e-06	
0.002776349	3.18e-07	
0.002776965	2.013e-06	
0.002777376	1.272e-06	
0.002777787	1.377e-06	
0.002779019	1.695e-06	
0.002779943	1.483e-06	
0.002781484	1.377e-06	
0.002781586	1.801e-06	
0.002781997	1.483e-06	
0.002783127	9.54e-07	
0.00278364	1.06e-06	
0.002784667	1.801e-06	
0.002784667	2.331e-06	
0.00278631	1.483e-06	
0.002786721	1.06e-06	
0.002787748	1.483e-06	
0.002788878	1.166e-06	
0.002789802	9.54e-07	
0.002790213	1.589e-06	
0.002791856	1.377e-06	
0.002791445	1.272e-06	
0.002793499	1.695e-06	
0.002793293	1.272e-06	
0.002795142	1.272e-06	
0.002796066	1.589e-06	
0.002796374	1.589e-06	
0.002797812	8.48e-07	
0.002798017	8.48e-07	
0.00279925	1.166e-06	
0.002800277	1.483e-06	
0.002801406	8.48e-07	
0.00280192	1.06e-06	
0.00280192	1.166e-06	
0.002802741	1.166e-06	
0.002803768	1.695e-06	
0.00280459	3.18e-07	
0.002805206	1.589e-06	
0.002806849	5.3e-07	
0.002806849	1.272e-06	
0.002807876	1.801e-06	
0.002808698	1.377e-06	
0.002809314	1.483e-06	
0.002810752	8.48e-07	
0.002811368	9.54e-07	
0.002811984	1.377e-06	
0.002813011	7.42e-07	
0.002812908	1.695e-06	
0.002813832	1.06e-06	
0.002814449	1.06e-06	
0.002815681	1.589e-06	
0.002816708	2.331e-06	
0.002817735	2.013e-06	
0.002818146	1.907e-06	
0.002819172	1.589e-06	
0.002819789	1.377e-06	
0.002820918	1.483e-06	
0.002821637	1.695e-06	
0.002822459	1.166e-06	
0.002823896	1.907e-06	
0.002824307	1.272e-06	
0.002825129	1.377e-06	
0.00282595	8.48e-07	
0.002826566	1.589e-06	
0.002827799	6.36e-07	
0.002828004	1.695e-06	
0.002829442	9.54e-07	
0.002829647	1.483e-06	
0.002831085	8.48e-07	
0.002831496	1.06e-06	
0.002832523	9.54e-07	
0.002832934	1.483e-06	
0.00283355	8.48e-07	
0.002834577	1.907e-06	
0.002835809	1.589e-06	
0.002835809	1.06e-06	
0.002837247	1.377e-06	
0.002838068	1.907e-06	
0.002839095	1.695e-06	
0.002839711	2.013e-06	
0.002840328	6.36e-07	
0.002841046	1.272e-06	
0.002842381	8.48e-07	
0.002842998	1.589e-06	
0.002843203	1.483e-06	
0.002844435	1.589e-06	
0.002845051	4.24e-07	
0.002846078	1.483e-06	
0.002847105	1.483e-06	
0.002848132	1.06e-06	
0.002849159	2.119e-06	
0.002848749	1.06e-06	
0.002850802	1.272e-06	
0.002851008	1.695e-06	
0.002851624	1.06e-06	
0.002852548	2.013e-06	
0.002853062	1.06e-06	
